”Õ√≈,∫·œÚ,◊›œÚ
17.599999999999994,0.5699999999999932,5.179999999999978
17.159999999999997,2.3499999999999943,3.089999999999975
15.25,2.609999999999985,3.4199999999999875
16.889999999999986,2.569999999999993,5.489999999999981
18.629999999999995,2.6299999999999955,3.289999999999992
19.50999999999999,2.329999999999984,6.060000000000002
20.30000000000001,3.009999999999991,7.549999999999983
17.94999999999999,2.039999999999992,6.47999999999999
19.090000000000003,2.1899999999999977,6.560000000000002
18.650000000000006,0.5699999999999932,6.349999999999994
17.599999999999994,-0.7900000000000205,5.619999999999976
18.650000000000006,-2.240000000000009,5.509999999999991
18.210000000000008,-2.180000000000007,4.939999999999998
18.5,-1.7600000000000193,4.349999999999994
18.610000000000014,-2.0700000000000216,4.389999999999986
18.78,-2.880000000000024,4.189999999999998
18.919999999999987,-4.570000000000022,3.769999999999982
19.439999999999998,-3.940000000000026,3.7099999999999795
19.400000000000006,-4.860000000000014,3.769999999999982
19.930000000000007,-6.050000000000011,3.509999999999991
20.370000000000005,-6.240000000000009,3.4399999999999977
19.930000000000007,-4.090000000000003,3.3100000000000023
19.77000000000001,-6.530000000000001,3.289999999999992
20.060000000000002,-5.670000000000016,3.25
19.659999999999997,-6.200000000000017,3.030000000000001
20.590000000000003,-6.130000000000024,3.089999999999975
20.80000000000001,-5.650000000000006,2.8100000000000023
21.069999999999993,-6.920000000000016,2.759999999999991
20.889999999999986,-6.660000000000025,2.6799999999999784
21.110000000000014,-6.260000000000019,2.539999999999992
21.49000000000001,-7.0800000000000125,2.539999999999992
21.819999999999993,-7.470000000000027,2.5
21.77000000000001,-6.6200000000000045,2.4099999999999966
21.599999999999994,-6.2900000000000205,2.5
21.55000000000001,-9.01000000000002,2.3499999999999943
22.169999999999987,-6.240000000000009,2.539999999999992
22.150000000000006,-7.780000000000001,2.569999999999993
21.840000000000003,-8.130000000000024,2.589999999999975
21.55000000000001,-8.550000000000011,2.7399999999999807
21.710000000000008,-8.240000000000009,2.9599999999999795
21.50999999999999,-7.740000000000009,2.9399999999999977
21.75,-4.420000000000016,2.8999999999999773
21.930000000000007,-4.810000000000002,2.6799999999999784
21.840000000000003,-3.1200000000000045,2.6999999999999886
21.639999999999986,-2.2700000000000102,2.4099999999999966
21.710000000000008,0.0,2.9599999999999795
21.50999999999999,-0.5100000000000193,2.719999999999999
20.389999999999986,0.589999999999975,3.1599999999999966
22.169999999999987,0.01999999999998181,4.189999999999998
21.879999999999995,0.5199999999999818,3.4199999999999875
21.900000000000006,-0.29000000000002046,4.1699999999999875
21.789999999999992,0.3699999999999761,3.9899999999999807
21.159999999999997,-0.35000000000002274,2.789999999999992
20.830000000000013,-0.7700000000000102,3.619999999999976
20.389999999999986,-1.170000000000016,2.4299999999999784
20.960000000000008,-0.6200000000000045,3.1399999999999864
21.289999999999992,-0.8600000000000136,3.3100000000000023
21.180000000000007,-0.5100000000000193,3.329999999999984
21.22,-0.9700000000000273,2.2099999999999795
21.419999999999987,-0.950000000000017,2.829999999999984
21.24000000000001,-0.710000000000008,1.9299999999999784
21.379999999999995,-0.0700000000000216,3.6399999999999864
21.49000000000001,0.8299999999999841,2.299999999999983
21.659999999999997,-0.5700000000000216,2.2399999999999807
21.77000000000001,-0.44000000000002615,2.519999999999982
21.639999999999986,-0.4900000000000091,3.359999999999985
21.400000000000006,-1.3900000000000148,2.4299999999999784
21.680000000000007,-1.6100000000000136,2.519999999999982
22.169999999999987,-0.9900000000000091,2.280000000000001
22.389999999999986,-1.5600000000000023,2.8999999999999773
22.52000000000001,-0.710000000000008,2.7399999999999807
22.169999999999987,-1.210000000000008,3.359999999999985
22.210000000000008,-2.0200000000000102,3.030000000000001
22.060000000000002,-3.940000000000026,2.8999999999999773
22.169999999999987,-3.25,2.6999999999999886
22.189999999999998,-3.780000000000001,2.539999999999992
22.210000000000008,-5.430000000000007,2.539999999999992
22.389999999999986,-5.060000000000002,2.1699999999999875
22.28,-6.440000000000026,2.1299999999999955
22.389999999999986,-7.190000000000026,2.1899999999999977
22.28,-7.340000000000003,1.9899999999999807
22.189999999999998,-8.420000000000016,2.0600000000000023
22.150000000000006,-5.630000000000024,2.019999999999982
22.120000000000005,-7.450000000000017,2.079999999999984
22.319999999999993,-7.25,2.1899999999999977
22.25,-8.370000000000005,1.9699999999999989
22.169999999999987,-6.240000000000009,2.0999999999999943
22.120000000000005,-6.350000000000023,2.079999999999984
22.389999999999986,-6.730000000000018,2.039999999999992
22.44999999999999,-6.860000000000014,2.1499999999999773
22.52000000000001,-8.440000000000026,2.079999999999984
22.319999999999993,-8.150000000000006,2.039999999999992
22.319999999999993,-5.720000000000027,2.299999999999983
22.72,-3.8700000000000045,1.9899999999999807
22.389999999999986,-3.780000000000001,2.280000000000001
22.72,-3.4700000000000273,2.4799999999999898
22.650000000000006,-2.200000000000017,3.359999999999985
22.689999999999998,-2.6200000000000045,3.359999999999985
22.78,-3.230000000000018,3.469999999999999
22.47,-1.6900000000000261,2.589999999999975
22.319999999999993,-1.9800000000000182,1.509999999999991
22.78,-1.6300000000000239,2.3899999999999864
21.289999999999992,-1.740000000000009,2.4099999999999966
18.97999999999999,-2.3300000000000125,2.1699999999999875
18.22999999999999,-2.2200000000000273,2.0999999999999943
17.50999999999999,-1.9400000000000261,1.7299999999999898
17.22,-1.8000000000000114,1.8599999999999852
16.830000000000013,-1.450000000000017,1.6199999999999761
15.879999999999995,-1.7200000000000273,1.3599999999999852
14.939999999999998,-1.5400000000000205,1.4499999999999886
15.069999999999993,-2.0200000000000102,2.1699999999999875
15.090000000000003,-2.2700000000000102,1.7099999999999795
15.0,-2.490000000000009,2.1899999999999977
15.25,-1.910000000000025,2.759999999999991
15.360000000000014,-2.440000000000026,2.3899999999999864
15.330000000000013,-1.8900000000000148,1.5600000000000023
15.139999999999986,-1.8500000000000227,1.9299999999999784
14.849999999999994,-2.9000000000000057,1.9899999999999807
14.830000000000013,-1.8900000000000148,2.6499999999999773
14.939999999999998,-1.0800000000000125,1.9499999999999886
15.050000000000011,-1.5,2.609999999999985
14.870000000000005,-1.8300000000000125,1.9899999999999807
14.939999999999998,-3.5,1.9899999999999807
14.889999999999986,-1.670000000000016,2.9599999999999795
14.780000000000001,-0.4900000000000091,2.7399999999999807
14.669999999999987,-0.27000000000001023,1.9299999999999784
14.259999999999991,0.1699999999999875,2.519999999999982
13.75,-0.27000000000001023,2.8499999999999943
12.939999999999998,0.6799999999999784,3.1399999999999864
12.740000000000009,-0.160000000000025,2.1499999999999773
12.97999999999999,0.1699999999999875,3.3999999999999773
12.740000000000009,-0.05000000000001137,3.049999999999983
12.189999999999998,0.8799999999999955,2.4099999999999966
11.689999999999998,-0.3300000000000125,2.6499999999999773
11.139999999999986,0.38999999999998636,3.069999999999993
10.939999999999998,-0.22000000000002728,2.869999999999976
11.25,-0.3800000000000239,3.6599999999999966
11.819999999999993,-0.6000000000000227,3.819999999999993
11.490000000000009,-0.7300000000000182,3.9099999999999966
11.310000000000002,-0.75,3.6599999999999966
11.330000000000013,-1.740000000000009,3.3999999999999773
11.439999999999998,-1.0400000000000205,3.6899999999999977
11.360000000000014,-1.8700000000000045,3.069999999999993
11.27000000000001,-2.6000000000000227,2.9399999999999977
11.379999999999995,-2.130000000000024,3.4399999999999977
11.400000000000006,-1.0600000000000023,2.8100000000000023
11.379999999999995,0.789999999999992,2.869999999999976
11.180000000000007,-0.11000000000001364,2.9599999999999795
10.789999999999992,0.9599999999999795,2.719999999999999
10.939999999999998,0.8099999999999739,2.8999999999999773
11.090000000000003,2.059999999999974,2.539999999999992
11.069999999999993,0.6999999999999886,2.2399999999999807
11.139999999999986,0.7199999999999989,2.8100000000000023
10.97999999999999,0.6799999999999784,2.7399999999999807
10.629999999999995,0.789999999999992,2.609999999999985
10.650000000000006,1.1599999999999966,2.6299999999999955
10.610000000000014,0.8499999999999943,2.4799999999999898
10.280000000000001,0.8499999999999943,2.569999999999993
10.060000000000002,0.6799999999999784,2.519999999999982
9.840000000000003,0.7699999999999818,2.3899999999999864
9.969999999999999,0.8999999999999773,2.3899999999999864
11.75,-1.0600000000000023,2.369999999999976
12.189999999999998,-1.3600000000000136,3.289999999999992
11.860000000000014,-0.7300000000000182,2.829999999999984
11.180000000000007,1.2099999999999795,3.049999999999983
10.830000000000013,0.8799999999999955,3.009999999999991
10.47999999999999,0.8799999999999955,3.1399999999999864
10.189999999999998,1.1199999999999761,2.8100000000000023
8.789999999999992,0.10999999999998522,1.8599999999999852
8.129999999999995,0.549999999999983,0.8999999999999773
6.900000000000006,-0.0700000000000216,0.5
6.1299999999999955,0.47999999999998977,0.4299999999999784
5.050000000000011,0.5199999999999818,0.4299999999999784
3.710000000000008,0.12999999999999545,0.4299999999999784
1.8600000000000136,-0.11000000000001364,0.38999999999998636
0.9000000000000057,-0.160000000000025,0.4099999999999966
0.37000000000000455,-0.0700000000000216,0.4099999999999966
0.3499999999999943,0.47999999999998977,0.3699999999999761
